Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Barranquillita; 9.495 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Barranquilla, Granabastos; 9.096 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bogotá, D.C., Corabastos; 6.139 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Bucaramanga, Centroabastos; 5.034 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cartago (Valle del Cauca); 5.659 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Chiquinquirá (Boyacá); 5.458 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Cúcuta, Cenabastos; 5.333 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Duitama (Boyacá), Mercaplaza; 5.373 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Carmen de Viboral (Antioquia); 4.063 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;El Santuario (Antioquia); 4.320 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Ibagué, Plaza La 21; 4.835 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;La Ceja (Antioquia); 4.383 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Manizales, Centro Galerías; 6.326 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Medellín, Central Mayorista de Antioquia; 4.631 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;"Medellín, Plaza Minorista ""José María Villa"""; 5.168 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Neiva, Surabastos; 5.077 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Palmira (Valle del Cauca); 4.613 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pamplona (Norte de Santander); 4.595 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, La 41; 5.764 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Pereira, Mercasa; 5.679 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Rionegro (Antioquia); 4.804 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Gil (Santander); 5.985 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;San Vicente (Antioquia); 4.444 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Socorro (Santander); 5.920 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Sonsón (Antioquia); 4.813 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tibasosa (Boyacá), Coomproriente; 5.750 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tuluá (Valle del Cauca); 5.697 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Tunja, Complejo de Servicios del Sur; 4.481 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Villavicencio, CAV; 6.021 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina;Yopal (Casanare); 5.729 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Bogotá, D.C., Corabastos; 5.330 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Cavasa; 4.933 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Cali, Santa Elena; 5.050 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;La Unión (Nariño); 3.975 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Pasto, El Potrerillo; 4.104 ;;
mar-23;VERDURAS Y HORTALIZAS;Arveja verde en vaina pastusa;Popayán, Plaza de mercado del barrio Bolívar; 4.591 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Barranquilla, Barranquillita; 3.029 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Bogotá, D.C., Corabastos; 3.992 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Manizales, Centro Galerías; 3.696 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Medellín, Central Mayorista de Antioquia; 3.705 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Montería, Mercado del Sur; 1.912 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Pereira, Mercasa; 3.685 ;;
mar-23;VERDURAS Y HORTALIZAS;Berenjena;Sincelejo, Nuevo Mercado; 2.406 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Armenia, Mercar; 1.800 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Barranquillita; 8.129 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Barranquilla, Granabastos; 7.748 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Bogotá, D.C., Corabastos; 4.614 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Bucaramanga, Centroabastos; 4.130 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Cali, Santa Elena; 3.433 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Cartagena, Bazurto; 8.298 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Chiquinquirá (Boyacá); 2.375 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Cúcuta, Cenabastos; 4.269 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Duitama (Boyacá), Mercaplaza; 2.300 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Ibagué, Plaza La 21; 2.619 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Ipiales (Nariño), Ipiales somos todos; 2.193 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Manizales, Centro Galerías; 4.569 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Marinilla (Antioquia); 2.760 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Medellín, Central Mayorista de Antioquia; 3.995 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;"Medellín, Plaza Minorista ""José María Villa"""; 4.361 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Neiva, Surabastos; 6.443 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Palmira (Valle del Cauca); 2.476 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Pamplona (Norte de Santander); 4.650 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Pasto, El Potrerillo; 1.893 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Pereira, Mercasa; 2.741 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Tibasosa (Boyacá), Coomproriente; 2.667 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Tunja, Complejo de Servicios del Sur; 3.004 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Túquerres (Nariño); 1.787 ;;
mar-23;VERDURAS Y HORTALIZAS;Brócoli;Villavicencio, CAV; 1.929 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;Bogotá, D.C., Corabastos; 1.683 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;Bucaramanga, Centroabastos; 1.921 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;Duitama (Boyacá), Mercaplaza; 1.700 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;Medellín, Central Mayorista de Antioquia; 1.556 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;"Medellín, Plaza Minorista ""José María Villa"""; 2.120 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;Tibasosa (Boyacá), Coomproriente; 1.292 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabacín;Tunja, Complejo de Servicios del Sur; 1.265 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabaza;Bogotá, D.C., Corabastos; 1.170 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabaza;Cúcuta, Cenabastos; 3.516 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabaza;Medellín, Central Mayorista de Antioquia; 1.205 ;;
mar-23;VERDURAS Y HORTALIZAS;Calabaza;Villavicencio, CAV; 1.777 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Arauca (Arauca); 2.301 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Armenia, Mercar; 2.297 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Barranquillita; 2.522 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Barranquilla, Granabastos; 2.511 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bogotá, D.C., Corabastos; 2.092 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Bucaramanga, Centroabastos; 2.193 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartagena, Bazurto; 2.604 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cartago (Valle del Cauca); 2.387 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Chiquinquirá (Boyacá); 2.129 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Cúcuta, Cenabastos; 2.319 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Duitama (Boyacá), Mercaplaza; 2.073 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Florencia (Caquetá); 2.437 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Ibagué, Plaza La 21; 2.264 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Manizales, Centro Galerías; 2.222 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Medellín, Central Mayorista de Antioquia; 2.417 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;"Medellín, Plaza Minorista ""José María Villa"""; 2.385 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Montería, Mercado del Sur; 2.559 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pamplona (Norte de Santander); 2.100 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, La 41; 2.461 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Pereira, Mercasa; 2.264 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Rionegro (Antioquia); 2.598 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;San Gil (Santander); 2.454 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Santa Marta (Magdalena); 2.752 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Sincelejo, Nuevo Mercado; 2.635 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Socorro (Santander); 2.350 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tibasosa (Boyacá), Coomproriente; 1.969 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Tunja, Complejo de Servicios del Sur; 1.907 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Valledupar, Mercabastos; 2.487 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Villavicencio, CAV; 2.254 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca;Yopal (Casanare); 2.452 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Buenaventura (Valle del Cauca); 2.776 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Cavasa; 2.590 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Cali, Santa Elena; 2.266 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Neiva, Surabastos; 2.068 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca bogotana;Palmira (Valle del Cauca); 2.608 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca importada;Ipiales (Nariño), Ipiales somos todos; 2.554 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Pasto, El Potrerillo; 1.834 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Popayán, Plaza de mercado del barrio Bolívar; 2.616 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona blanca pastusa;Túquerres (Nariño); 1.808 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Arauca (Arauca); 2.849 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Bogotá, D.C., Corabastos; 2.405 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Cúcuta, Cenabastos; 2.367 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Florencia (Caquetá); 2.747 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Neiva, Surabastos; 2.817 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Pereira, Mercasa; 2.707 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Santa Marta (Magdalena); 2.650 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Sincelejo, Nuevo Mercado; 2.341 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Tibasosa (Boyacá), Coomproriente; 2.222 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Tunja, Complejo de Servicios del Sur; 2.403 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercabastos; 2.508 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja;Valledupar, Mercado Nuevo; 2.508 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Bucaramanga, Centroabastos; 3.101 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cali, Cavasa; 3.333 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Cartagena, Bazurto; 3.072 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Ipiales (Nariño), Ipiales somos todos; 2.915 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Medellín, Central Mayorista de Antioquia; 2.920 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;"Medellín, Plaza Minorista ""José María Villa"""; 2.821 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja importada;Montería, Mercado del Sur; 2.878 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja ocañera;Bucaramanga, Centroabastos; 2.372 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Barranquillita; 2.818 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Barranquilla, Granabastos; 2.748 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Montería, Mercado del Sur; 2.127 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Sincelejo, Nuevo Mercado; 2.981 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla cabezona roja peruana;Valledupar, Mercabastos; 3.040 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Arauca (Arauca); 5.440 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Armenia, Mercar; 2.200 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Bucaramanga, Centroabastos; 4.287 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Cartago (Valle del Cauca); 2.954 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Florencia (Caquetá); 5.107 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Ipiales (Nariño), Ipiales somos todos; 3.802 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;La Ceja (Antioquia); 2.973 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Manizales, Centro Galerías; 3.076 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Medellín, Central Mayorista de Antioquia; 3.315 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;"Medellín, Plaza Minorista ""José María Villa"""; 3.228 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Montería, Mercado del Sur; 2.195 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, La 41; 2.217 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Pereira, Mercasa; 2.085 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Rionegro (Antioquia); 3.335 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Sincelejo, Nuevo Mercado; 2.086 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Sonsón (Antioquia); 2.379 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Túquerres (Nariño); 4.204 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Villavicencio, CAV; 4.923 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca;Yopal (Casanare); 4.873 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Bogotá, D.C., Corabastos; 4.879 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Buenaventura (Valle del Cauca); 4.999 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Cavasa; 3.412 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Cali, Santa Elena; 3.452 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Chiquinquirá (Boyacá); 4.629 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Duitama (Boyacá), Mercaplaza; 4.211 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Ibagué, Plaza La 21; 4.382 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Neiva, Surabastos; 4.653 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;San Gil (Santander); 5.302 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Santa Marta (Magdalena); 5.457 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Socorro (Santander); 5.267 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tibasosa (Boyacá), Coomproriente; 4.463 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tuluá (Valle del Cauca); 5.083 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Tunja, Complejo de Servicios del Sur; 4.465 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Aquitania;Valledupar, Mercabastos; 4.917 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Barranquillita; 4.870 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Barranquilla, Granabastos; 4.880 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cartagena, Bazurto; 5.872 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Cúcuta, Cenabastos; 4.546 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Pamplona (Norte de Santander); 3.962 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Berlín;Valledupar, Mercabastos; 4.956 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;La Unión (Nariño); 2.861 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Palmira (Valle del Cauca); 3.061 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Pasto, El Potrerillo; 2.263 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca pastusa;Popayán, Plaza de mercado del barrio Bolívar; 3.309 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Cavasa; 3.841 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Cali, Santa Elena; 3.948 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla junca Tenerife;Palmira (Valle del Cauca); 3.396 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla puerro;Bogotá, D.C., Corabastos; 2.496 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla puerro;Cúcuta, Cenabastos; 5.009 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla puerro;Medellín, Central Mayorista de Antioquia; 3.375 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebolla puerro;Pamplona (Norte de Santander); 4.056 ;;
mar-23;VERDURAS Y HORTALIZAS;Cebollín chino;Barranquilla, Barranquillita; 5.424 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Mercar; 899 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Armenia, Retiro; 893 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bogotá, D.C., Corabastos; 1.966 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Bucaramanga, Centroabastos; 1.549 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Buenaventura (Valle del Cauca); 1.908 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Cavasa; 1.754 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cali, Santa Elena; 1.717 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartagena, Bazurto; 1.645 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cartago (Valle del Cauca); 1.718 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Chiquinquirá (Boyacá); 1.800 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Cúcuta, Cenabastos; 1.628 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Duitama (Boyacá), Mercaplaza; 2.080 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ibagué, Plaza La 21; 1.899 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Ipiales (Nariño), Ipiales somos todos; 873 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Manizales, Centro Galerías; 1.044 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Marinilla (Antioquia); 1.433 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Medellín, Central Mayorista de Antioquia; 2.203 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;"Medellín, Plaza Minorista ""José María Villa"""; 1.949 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Montería, Mercado del Sur; 1.293 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Neiva, Surabastos; 1.514 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pamplona (Norte de Santander); 1.679 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Pasto, El Potrerillo; 822 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Peñol (Antioquia); 1.498 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Popayán, Plaza de mercado del barrio Bolívar; 848 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Gil (Santander); 2.440 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;San Vicente (Antioquia); 1.500 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Santa Marta (Magdalena); 2.070 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sincelejo, Nuevo Mercado; 1.394 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Socorro (Santander); 2.500 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Sonsón (Antioquia); 1.125 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Tibasosa (Boyacá), Coomproriente; 1.975 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Tunja, Complejo de Servicios del Sur; 1.683 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Valledupar, Mercabastos; 1.549 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Villavicencio, CAV; 2.173 ;;
mar-23;VERDURAS Y HORTALIZAS;Chócolo mazorca;Yopal (Casanare); 3.100 ;;
mar-23;VERDURAS Y HORTALIZAS;Cidra;Bogotá, D.C., Corabastos; 2.776 ;;
mar-23;VERDURAS Y HORTALIZAS;Cidra;Medellín, Central Mayorista de Antioquia; 1.644 ;;
mar-23;VERDURAS Y HORTALIZAS;Cidra;San Vicente (Antioquia); 875 ;;
mar-23;VERDURAS Y HORTALIZAS;Cidra;Villavicencio, CAV; 2.570 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Arauca (Arauca); 9.847 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Armenia, Mercar; 3.067 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Barranquilla, Barranquillita; 5.393 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Bogotá, D.C., Corabastos; 5.348 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Bucaramanga, Centroabastos; 8.053 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Buenaventura (Valle del Cauca); 4.500 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Cali, Cavasa; 3.094 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Cali, Santa Elena; 2.500 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Cartagena, Bazurto; 7.446 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Cartago (Valle del Cauca); 4.231 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Chiquinquirá (Boyacá); 4.201 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Cúcuta, Cenabastos; 6.870 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Duitama (Boyacá), Mercaplaza; 5.011 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Florencia (Caquetá); 13.467 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Ibagué, Plaza La 21; 5.931 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Ipiales (Nariño), Ipiales somos todos; 3.886 ;;
mar-23;VERDURAS Y HORTALIZAS;Cilantro;Manizales, Centro Galerías; 8.000 ;;
