Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*;;;;
feb-22;PROCESADOS;Avena en hojuelas;Bucaramanga, Mercados del centro; 8.541 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cali, La Floresta; 9.965 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cali, Santa Elena; 9.878 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cali, Siloé; 10.000 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cartagena, Bazurto; 9.444 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cartago (Valle del Cauca); 9.868 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cúcuta, Cenabastos; 7.905 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Cúcuta, La Nueva Sexta; 8.265 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Ibagué, Plaza La 21; 8.283 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Medellín, Central Mayorista de Antioquia; 9.252 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;"Medellín, Plaza Minorista ""José María Villa"""; 9.128 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Neiva, Surabastos; 9.114 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Palmira (Valle del Cauca); 10.805 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Pamplona (Norte de Santander); 7.810 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Pereira, Mercasa; 9.988 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Popayán, Plaza de mercado del barrio Bolívar; 8.929 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Tuluá (Valle del Cauca); 9.780 ;;;;
feb-22;PROCESADOS;Avena en hojuelas;Villavicencio, CAV; 9.910 ;;;;
feb-22;PROCESADOS;Avena molida;Barranquilla, Barranquillita; 9.764 ;;;;
feb-22;PROCESADOS;Avena molida;Barranquilla, Granabastos; 9.481 ;;;;
feb-22;PROCESADOS;Avena molida;Bogotá, D.C., Corabastos; 8.289 ;;;;
feb-22;PROCESADOS;Avena molida;Bogotá, D.C., Plaza España; 8.386 ;;;;
feb-22;PROCESADOS;Avena molida;Cali, La Floresta; 9.948 ;;;;
feb-22;PROCESADOS;Avena molida;Cali, Santa Elena; 9.896 ;;;;
feb-22;PROCESADOS;Avena molida;Cali, Siloé; 9.983 ;;;;
feb-22;PROCESADOS;Avena molida;Ibagué, Plaza La 21; 8.283 ;;;;
feb-22;PROCESADOS;Avena molida;Neiva, Surabastos; 9.114 ;;;;
feb-22;PROCESADOS;Avena molida;Palmira (Valle del Cauca); 10.805 ;;;;
feb-22;PROCESADOS;Avena molida;Pereira, Mercasa; 9.988 ;;;;
feb-22;PROCESADOS;Avena molida;Popayán, Plaza de mercado del barrio Bolívar; 9.018 ;;;;
feb-22;PROCESADOS;Avena molida;Sincelejo, Nuevo Mercado; 9.282 ;;;;
feb-22;PROCESADOS;Avena molida;Tuluá (Valle del Cauca); 9.745 ;;;;
feb-22;PROCESADOS;Avena molida;Valledupar, Mercado Nuevo; 8.924 ;;;;
feb-22;PROCESADOS;Avena molida;Villavicencio, CAV; 9.806 ;;;;
feb-22;PROCESADOS;Azúcar morena;Bogotá, D.C., Plaza España; 3.316 ;;;;
feb-22;PROCESADOS;Azúcar morena;Cali, La Floresta; 3.107 ;;;;
feb-22;PROCESADOS;Azúcar morena;Cali, Santa Elena; 3.070 ;;;;
feb-22;PROCESADOS;Azúcar morena;Cali, Siloé; 3.087 ;;;;
feb-22;PROCESADOS;Azúcar morena;Cartago (Valle del Cauca); 3.513 ;;;;
feb-22;PROCESADOS;Azúcar morena;Ibagué, Plaza La 21; 3.126 ;;;;
feb-22;PROCESADOS;Azúcar morena;Medellín, Central Mayorista de Antioquia; 3.208 ;;;;
feb-22;PROCESADOS;Azúcar morena;"Medellín, Plaza Minorista ""José María Villa"""; 3.260 ;;;;
feb-22;PROCESADOS;Azúcar morena;Pamplona (Norte de Santander); 3.340 ;;;;
feb-22;PROCESADOS;Azúcar morena;Tuluá (Valle del Cauca); 3.328 ;;;;
feb-22;PROCESADOS;Azúcar morena;Villavicencio, CAV; 3.572 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Barranquilla, Barranquillita; 3.224 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Barranquilla, Granabastos; 3.271 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Bucaramanga, Centroabastos; 3.489 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Cartagena, Bazurto; 3.427 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Cúcuta, Cenabastos; 3.250 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Ibagué, Plaza La 21; 3.123 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Medellín, Central Mayorista de Antioquia; 3.176 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Montería, Mercado del Sur; 2.973 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Neiva, Surabastos; 2.951 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Pamplona (Norte de Santander); 3.147 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Pasto, El Potrerillo; 2.639 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Santa Marta (Magdalena); 3.700 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Valledupar, Mercado Nuevo; 3.280 ;;;;
feb-22;PROCESADOS;Azúcar refinada;Villavicencio, CAV; 3.512 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Armenia, Mercar; 3.050 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Barranquilla, Barranquillita; 2.828 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Barranquilla, Granabastos; 2.874 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Bogotá, D.C., Corabastos; 3.042 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Bogotá, D.C., Paloquemao; 4.503 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Bogotá, D.C., Plaza España; 3.142 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Bucaramanga, Centroabastos; 3.037 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Bucaramanga, Mercados del centro; 3.320 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Buenaventura (Valle del Cauca); 3.110 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Cali, La Floresta; 2.937 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Cali, Santa Elena; 2.830 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Cali, Siloé; 2.953 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Cartagena, Bazurto; 2.820 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Cartago (Valle del Cauca); 3.004 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Ibagué, Plaza La 21; 2.898 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Manizales, Centro Galerías; 3.115 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Medellín, Central Mayorista de Antioquia; 2.930 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Palmira (Valle del Cauca); 2.891 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Popayán, Plaza de mercado del barrio Bolívar; 2.937 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Santa Marta (Magdalena); 2.973 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Sincelejo, Nuevo Mercado; 2.844 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Tuluá (Valle del Cauca); 2.965 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Valledupar, Mercado Nuevo; 2.940 ;;;;
feb-22;PROCESADOS;Azúcar sulfitada;Villavicencio, CAV; 3.282 ;;;;
feb-22;PROCESADOS;Bocadillo veleño;Bogotá, D.C., Corabastos; 269 ;;;;
feb-22;PROCESADOS;Bocadillo veleño;Bogotá, D.C., Paloquemao; 327 ;;;;
feb-22;PROCESADOS;Bocadillo veleño;Cúcuta, Cenabastos; 253 ;;;;
feb-22;PROCESADOS;Bocadillo veleño;Cúcuta, La Nueva Sexta; 254 ;;;;
feb-22;PROCESADOS;Bocadillo veleño;Villavicencio, CAV; 267 ;;;;
feb-22;PROCESADOS;Café instantáneo;Barranquilla, Barranquillita; 96.770 ;;;;
feb-22;PROCESADOS;Café instantáneo;Barranquilla, Granabastos; 96.820 ;;;;
feb-22;PROCESADOS;Café instantáneo;Bogotá, D.C., Corabastos; 88.981 ;;;;
feb-22;PROCESADOS;Café instantáneo;Bogotá, D.C., Plaza España; 96.752 ;;;;
feb-22;PROCESADOS;Café instantáneo;Buenaventura (Valle del Cauca); 93.513 ;;;;
feb-22;PROCESADOS;Café instantáneo;Cali, La Floresta; 107.222 ;;;;
feb-22;PROCESADOS;Café instantáneo;Cali, Santa Elena; 98.584 ;;;;
feb-22;PROCESADOS;Café instantáneo;Cali, Siloé; 107.569 ;;;;
feb-22;PROCESADOS;Café instantáneo;Cartagena, Bazurto; 88.358 ;;;;
feb-22;PROCESADOS;Café instantáneo;Cartago (Valle del Cauca); 86.833 ;;;;
feb-22;PROCESADOS;Café instantáneo;Florencia (Caquetá); 96.268 ;;;;
feb-22;PROCESADOS;Café instantáneo;Medellín, Central Mayorista de Antioquia; 98.456 ;;;;
feb-22;PROCESADOS;Café instantáneo;"Medellín, Plaza Minorista ""José María Villa"""; 102.288 ;;;;
feb-22;PROCESADOS;Café instantáneo;Neiva, Surabastos; 78.885 ;;;;
feb-22;PROCESADOS;Café instantáneo;Palmira (Valle del Cauca); 106.197 ;;;;
feb-22;PROCESADOS;Café instantáneo;Pamplona (Norte de Santander); 91.850 ;;;;
feb-22;PROCESADOS;Café instantáneo;Popayán, Plaza de mercado del barrio Bolívar; 99.722 ;;;;
feb-22;PROCESADOS;Café instantáneo;Santa Marta (Magdalena); 81.532 ;;;;
feb-22;PROCESADOS;Café instantáneo;Sincelejo, Nuevo Mercado; 92.561 ;;;;
feb-22;PROCESADOS;Café instantáneo;Tuluá (Valle del Cauca); 101.021 ;;;;
feb-22;PROCESADOS;Café instantáneo;Valledupar, Mercado Nuevo; 93.464 ;;;;
feb-22;PROCESADOS;Café molido;Armenia, Mercar; 21.600 ;;;;
feb-22;PROCESADOS;Café molido;Barranquilla, Barranquillita; 20.903 ;;;;
feb-22;PROCESADOS;Café molido;Barranquilla, Granabastos; 20.633 ;;;;
feb-22;PROCESADOS;Café molido;Bogotá, D.C., Corabastos; 20.351 ;;;;
feb-22;PROCESADOS;Café molido;Bogotá, D.C., Paloquemao; 22.444 ;;;;
feb-22;PROCESADOS;Café molido;Bogotá, D.C., Plaza España; 22.614 ;;;;
feb-22;PROCESADOS;Café molido;Bucaramanga, Centroabastos; 21.596 ;;;;
feb-22;PROCESADOS;Café molido;Bucaramanga, Mercados del centro; 21.997 ;;;;
feb-22;PROCESADOS;Café molido;Cali, La Floresta; 22.680 ;;;;
feb-22;PROCESADOS;Café molido;Cali, Santa Elena; 21.907 ;;;;
feb-22;PROCESADOS;Café molido;Cali, Siloé; 22.647 ;;;;
feb-22;PROCESADOS;Café molido;Cartagena, Bazurto; 20.451 ;;;;
feb-22;PROCESADOS;Café molido;Cartago (Valle del Cauca); 22.206 ;;;;
feb-22;PROCESADOS;Café molido;Cúcuta, Cenabastos; 21.264 ;;;;
feb-22;PROCESADOS;Café molido;Florencia (Caquetá); 21.878 ;;;;
feb-22;PROCESADOS;Café molido;Ibagué, Plaza La 21; 20.515 ;;;;
feb-22;PROCESADOS;Café molido;Manizales, Centro Galerías; 16.475 ;;;;
feb-22;PROCESADOS;Café molido;Montería, Mercado del Sur; 22.300 ;;;;
feb-22;PROCESADOS;Café molido;Neiva, Surabastos; 20.839 ;;;;
feb-22;PROCESADOS;Café molido;Palmira (Valle del Cauca); 21.693 ;;;;
feb-22;PROCESADOS;Café molido;Popayán, Plaza de mercado del barrio Bolívar; 19.558 ;;;;
feb-22;PROCESADOS;Café molido;Santa Marta (Magdalena); 19.459 ;;;;
feb-22;PROCESADOS;Café molido;Sincelejo, Nuevo Mercado; 23.520 ;;;;
feb-22;PROCESADOS;Café molido;Tuluá (Valle del Cauca); 22.743 ;;;;
feb-22;PROCESADOS;Café molido;Valledupar, Mercado Nuevo; 19.861 ;;;;
feb-22;PROCESADOS;Café molido;Villavicencio, CAV; 18.543 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Armenia, Mercar; 26.729 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Buenaventura (Valle del Cauca); 25.289 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Cali, La Floresta; 26.067 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Cali, Santa Elena; 25.867 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Cali, Siloé; 26.233 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Cartago (Valle del Cauca); 24.508 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Ibagué, Plaza La 21; 25.875 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Manizales, Centro Galerías; 25.467 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Medellín, Central Mayorista de Antioquia; 22.252 ;;;;
feb-22;PROCESADOS;Chocolate amargo;"Medellín, Plaza Minorista ""José María Villa"""; 23.013 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Palmira (Valle del Cauca); 26.415 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Popayán, Plaza de mercado del barrio Bolívar; 23.720 ;;;;
feb-22;PROCESADOS;Chocolate amargo;Tuluá (Valle del Cauca); 24.349 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Barranquilla, Barranquillita; 15.265 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Barranquilla, Granabastos; 15.721 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Bogotá, D.C., Corabastos; 11.460 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Bogotá, D.C., Plaza España; 11.827 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Bucaramanga, Centroabastos; 11.616 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Bucaramanga, Mercados del centro; 11.693 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Cartagena, Bazurto; 14.700 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Cúcuta, Cenabastos; 12.257 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Cúcuta, La Nueva Sexta; 13.970 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Florencia (Caquetá); 12.102 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Ibagué, Plaza La 21; 12.017 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Montería, Mercado del Sur; 16.250 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Neiva, Surabastos; 12.233 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Pamplona (Norte de Santander); 11.917 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Santa Marta (Magdalena); 11.964 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Sincelejo, Nuevo Mercado; 15.300 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Valledupar, Mercado Nuevo; 12.333 ;;;;
feb-22;PROCESADOS;Chocolate dulce;Villavicencio, CAV; 12.527 ;;;;
feb-22;PROCESADOS;Chocolate instantáneo;Medellín, Central Mayorista de Antioquia; 21.543 ;;;;
feb-22;PROCESADOS;Color (bolsita);Ibagué, Plaza La 21; 25.267 ;;;;
feb-22;PROCESADOS;Color (bolsita);Medellín, Central Mayorista de Antioquia; 17.292 ;;;;
feb-22;PROCESADOS;Color (bolsita);"Medellín, Plaza Minorista ""José María Villa"""; 19.048 ;;;;
feb-22;PROCESADOS;Color (bolsita);Neiva, Surabastos; 19.676 ;;;;
feb-22;PROCESADOS;Color (bolsita);Pereira, Mercasa; 22.271 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Armenia, Mercar; 21.817 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Barranquilla, Barranquillita; 21.410 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Barranquilla, Granabastos; 21.158 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Bogotá, D.C., Corabastos; 19.697 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Bucaramanga, Centroabastos; 20.525 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Bucaramanga, Mercados del centro; 20.461 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Cartagena, Bazurto; 19.537 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Cúcuta, Cenabastos; 21.007 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Cúcuta, La Nueva Sexta; 20.932 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Medellín, Central Mayorista de Antioquia; 18.678 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Montería, Mercado del Sur; 15.135 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Neiva, Surabastos; 20.345 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Popayán, Plaza de mercado del barrio Bolívar; 18.765 ;;;;
feb-22;PROCESADOS;Fécula de maíz;Santa Marta (Magdalena); 20.792 ;;;;
feb-22;PROCESADOS;Fríjol enlatado;Medellín, Central Mayorista de Antioquia; 12.224 ;;;;
feb-22;PROCESADOS;Fríjol enlatado;"Medellín, Plaza Minorista ""José María Villa"""; 11.386 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Barranquilla, Barranquillita; 13.746 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Barranquilla, Granabastos; 14.440 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Bogotá, D.C., Plaza España; 13.904 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Bucaramanga, Centroabastos; 14.987 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Bucaramanga, Mercados del centro; 14.913 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Cartagena, Bazurto; 12.917 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Cúcuta, Cenabastos; 14.775 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Cúcuta, La Nueva Sexta; 14.216 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Ibagué, Plaza La 21; 12.920 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Pamplona (Norte de Santander); 15.237 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Santa Marta (Magdalena); 10.642 ;;;;
feb-22;PROCESADOS;Galletas dulces redondas con crema;Sincelejo, Nuevo Mercado; 12.834 ;;;;
feb-22;PROCESADOS;Galletas saladas;Armenia, Mercar; 15.451 ;;;;
feb-22;PROCESADOS;Galletas saladas;Barranquilla, Barranquillita; 9.526 ;;;;
feb-22;PROCESADOS;Galletas saladas;Barranquilla, Granabastos; 8.143 ;;;;
feb-22;PROCESADOS;Galletas saladas;Bogotá, D.C., Corabastos; 12.111 ;;;;
feb-22;PROCESADOS;Galletas saladas;Bogotá, D.C., Plaza España; 12.141 ;;;;
feb-22;PROCESADOS;Galletas saladas;Bucaramanga, Centroabastos; 12.644 ;;;;
feb-22;PROCESADOS;Galletas saladas;Bucaramanga, Mercados del centro; 12.558 ;;;;
feb-22;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca); 11.605 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cali, La Floresta; 13.320 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cali, Santa Elena; 12.512 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cali, Siloé; 13.241 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cartagena, Bazurto; 8.744 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cartago (Valle del Cauca); 12.635 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cúcuta, Cenabastos; 12.714 ;;;;
feb-22;PROCESADOS;Galletas saladas;Cúcuta, La Nueva Sexta; 8.628 ;;;;
feb-22;PROCESADOS;Galletas saladas;Florencia (Caquetá); 12.323 ;;;;
feb-22;PROCESADOS;Galletas saladas;Ibagué, Plaza La 21; 11.585 ;;;;
feb-22;PROCESADOS;Galletas saladas;Manizales, Centro Galerías; 12.667 ;;;;
feb-22;PROCESADOS;Galletas saladas;Medellín, Central Mayorista de Antioquia; 10.471 ;;;;
feb-22;PROCESADOS;Galletas saladas;"Medellín, Plaza Minorista ""José María Villa"""; 9.194 ;;;;
feb-22;PROCESADOS;Galletas saladas;Montería, Mercado del Sur; 8.452 ;;;;
feb-22;PROCESADOS;Galletas saladas;Neiva, Surabastos; 12.477 ;;;;
feb-22;PROCESADOS;Galletas saladas;Palmira (Valle del Cauca); 11.837 ;;;;
feb-22;PROCESADOS;Galletas saladas;Pamplona (Norte de Santander); 10.171 ;;;;
feb-22;PROCESADOS;Galletas saladas;Pasto, El Potrerillo; 11.752 ;;;;
feb-22;PROCESADOS;Galletas saladas;Pereira, Mercasa; 11.092 ;;;;
feb-22;PROCESADOS;Galletas saladas;Popayán, Plaza de mercado del barrio Bolívar; 11.639 ;;;;
feb-22;PROCESADOS;Galletas saladas;Santa Marta (Magdalena); 10.025 ;;;;
feb-22;PROCESADOS;Galletas saladas;Sincelejo, Nuevo Mercado; 8.920 ;;;;
feb-22;PROCESADOS;Galletas saladas;Tuluá (Valle del Cauca); 11.935 ;;;;
feb-22;PROCESADOS;Galletas saladas;Valledupar, Mercado Nuevo; 10.492 ;;;;
feb-22;PROCESADOS;Galletas saladas;Villavicencio, CAV; 9.466 ;;;;
feb-22;PROCESADOS;Gelatina;Barranquilla, Barranquillita; 26.664 ;;;;
feb-22;PROCESADOS;Gelatina;Barranquilla, Granabastos; 25.365 ;;;;
feb-22;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos; 21.519 ;;;;
feb-22;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España; 22.249 ;;;;
feb-22;PROCESADOS;Gelatina;Bucaramanga, Centroabastos; 23.047 ;;;;
feb-22;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro; 26.155 ;;;;
feb-22;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca); 24.913 ;;;;
feb-22;PROCESADOS;Gelatina;Cali, La Floresta; 26.736 ;;;;
feb-22;PROCESADOS;Gelatina;Cali, Santa Elena; 25.694 ;;;;
feb-22;PROCESADOS;Gelatina;Cali, Siloé; 26.736 ;;;;
feb-22;PROCESADOS;Gelatina;Cartagena, Bazurto; 24.609 ;;;;
feb-22;PROCESADOS;Gelatina;Cartago (Valle del Cauca); 22.428 ;;;;
feb-22;PROCESADOS;Gelatina;Cúcuta, Cenabastos; 21.832 ;;;;
feb-22;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta; 22.283 ;;;;
feb-22;PROCESADOS;Gelatina;Ibagué, Plaza La 21; 22.053 ;;;;
feb-22;PROCESADOS;Gelatina;Manizales, Centro Galerías; 23.155 ;;;;
feb-22;PROCESADOS;Gelatina;Medellín, Central Mayorista de Antioquia; 20.298 ;;;;
feb-22;PROCESADOS;Gelatina;Neiva, Surabastos; 25.130 ;;;;
feb-22;PROCESADOS;Gelatina;Palmira (Valle del Cauca); 26.416 ;;;;
feb-22;PROCESADOS;Gelatina;Pamplona (Norte de Santander); 22.656 ;;;;
feb-22;PROCESADOS;Gelatina;Pasto, El Potrerillo; 22.624 ;;;;
feb-22;PROCESADOS;Gelatina;Pereira, Mercasa; 23.721 ;;;;
feb-22;PROCESADOS;Gelatina;Popayán, Plaza de mercado del barrio Bolívar; 24.757 ;;;;
feb-22;PROCESADOS;Gelatina;Santa Marta (Magdalena); 23.906 ;;;;
feb-22;PROCESADOS;Gelatina;Tuluá (Valle del Cauca); 23.865 ;;;;
feb-22;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo; 20.486 ;;;;
feb-22;PROCESADOS;Harina de trigo;Armenia, Mercar; 2.841 ;;;;
feb-22;PROCESADOS;Harina de trigo;Barranquilla, Barranquillita; 2.674 ;;;;
feb-22;PROCESADOS;Harina de trigo;Barranquilla, Granabastos; 2.739 ;;;;
feb-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Corabastos; 3.023 ;;;;
feb-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Paloquemao; 3.176 ;;;;
feb-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Plaza España; 3.040 ;;;;
feb-22;PROCESADOS;Harina de trigo;Bucaramanga, Centroabastos; 3.528 ;;;;
feb-22;PROCESADOS;Harina de trigo;Bucaramanga, Mercados del centro; 3.757 ;;;;
feb-22;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca); 3.210 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cali, La Floresta; 3.720 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cali, Santa Elena; 3.620 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cali, Siloé; 3.867 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cartagena, Bazurto; 2.738 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cartago (Valle del Cauca); 3.079 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cúcuta, Cenabastos; 3.113 ;;;;
feb-22;PROCESADOS;Harina de trigo;Cúcuta, La Nueva Sexta; 3.008 ;;;;
feb-22;PROCESADOS;Harina de trigo;Florencia (Caquetá); 3.176 ;;;;
feb-22;PROCESADOS;Harina de trigo;Ibagué, Plaza La 21; 2.886 ;;;;
feb-22;PROCESADOS;Harina de trigo;Manizales, Centro Galerías; 3.066 ;;;;
feb-22;PROCESADOS;Harina de trigo;Medellín, Central Mayorista de Antioquia; 3.407 ;;;;
feb-22;PROCESADOS;Harina de trigo;"Medellín, Plaza Minorista ""José María Villa"""; 3.050 ;;;;
feb-22;PROCESADOS;Harina de trigo;Montería, Mercado del Sur; 2.754 ;;;;
feb-22;PROCESADOS;Harina de trigo;Neiva, Surabastos; 2.990 ;;;;
feb-22;PROCESADOS;Harina de trigo;Palmira (Valle del Cauca); 3.502 ;;;;
feb-22;PROCESADOS;Harina de trigo;Pamplona (Norte de Santander); 3.246 ;;;;
feb-22;PROCESADOS;Harina de trigo;Pasto, El Potrerillo; 2.985 ;;;;
feb-22;PROCESADOS;Harina de trigo;Pereira, Mercasa; 3.448 ;;;;
feb-22;PROCESADOS;Harina de trigo;Popayán, Plaza de mercado del barrio Bolívar; 3.680 ;;;;
feb-22;PROCESADOS;Harina de trigo;Santa Marta (Magdalena); 2.168 ;;;;
feb-22;PROCESADOS;Harina de trigo;Sincelejo, Nuevo Mercado; 2.636 ;;;;
feb-22;PROCESADOS;Harina de trigo;Tuluá (Valle del Cauca); 2.719 ;;;;
feb-22;PROCESADOS;Harina de trigo;Valledupar, Mercado Nuevo; 2.722 ;;;;
feb-22;PROCESADOS;Harina de trigo;Villavicencio, CAV; 3.221 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Arauca (Arauca); 5.167 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Armenia, Mercar; 3.658 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Barranquilla, Barranquillita; 2.940 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Barranquilla, Granabastos; 2.828 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Corabastos; 3.584 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Paloquemao; 4.051 ;;;;
feb-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Plaza España; 3.703 ;;;;
