Fecha;Grupo;Producto;Mercado;Precio promedio por kilogramo*;;;;
nov-22;PROCESADOS;Fríjol enlatado;"Medellín, Plaza Minorista ""José María Villa"""; 12.737 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Barranquilla, Barranquillita; 15.603 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Barranquilla, Granabastos; 16.447 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Bogotá, D.C., Plaza España; 16.127 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Bucaramanga, Centroabastos; 17.744 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Bucaramanga, Mercados del centro; 17.111 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Cartagena, Bazurto; 15.611 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Cúcuta, Cenabastos; 17.228 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Cúcuta, La Nueva Sexta; 17.624 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Ibagué, Plaza La 21; 15.320 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Pamplona (Norte de Santander); 17.490 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Santa Marta (Magdalena); 10.642 ;;;;
nov-22;PROCESADOS;Galletas dulces redondas con crema;Sincelejo, Nuevo Mercado; 15.079 ;;;;
nov-22;PROCESADOS;Galletas saladas;Barranquilla, Barranquillita; 10.709 ;;;;
nov-22;PROCESADOS;Galletas saladas;Barranquilla, Granabastos; 10.452 ;;;;
nov-22;PROCESADOS;Galletas saladas;Bogotá, D.C., Corabastos; 13.589 ;;;;
nov-22;PROCESADOS;Galletas saladas;Bogotá, D.C., Plaza España; 13.648 ;;;;
nov-22;PROCESADOS;Galletas saladas;Bucaramanga, Centroabastos; 14.595 ;;;;
nov-22;PROCESADOS;Galletas saladas;Bucaramanga, Mercados del centro; 13.426 ;;;;
nov-22;PROCESADOS;Galletas saladas;Buenaventura (Valle del Cauca); 13.067 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cali, La Floresta; 15.262 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cali, Santa Elena; 14.722 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cali, Siloé; 15.481 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cartagena, Bazurto; 10.366 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cartago (Valle del Cauca); 14.207 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cúcuta, Cenabastos; 13.953 ;;;;
nov-22;PROCESADOS;Galletas saladas;Cúcuta, La Nueva Sexta; 10.638 ;;;;
nov-22;PROCESADOS;Galletas saladas;Florencia (Caquetá); 14.176 ;;;;
nov-22;PROCESADOS;Galletas saladas;Ibagué, Plaza La 21; 13.598 ;;;;
nov-22;PROCESADOS;Galletas saladas;Manizales, Centro Galerías; 14.588 ;;;;
nov-22;PROCESADOS;Galletas saladas;Medellín, Central Mayorista de Antioquia; 12.829 ;;;;
nov-22;PROCESADOS;Galletas saladas;"Medellín, Plaza Minorista ""José María Villa"""; 12.472 ;;;;
nov-22;PROCESADOS;Galletas saladas;Montería, Mercado del Sur; 10.440 ;;;;
nov-22;PROCESADOS;Galletas saladas;Neiva, Surabastos; 14.141 ;;;;
nov-22;PROCESADOS;Galletas saladas;Palmira (Valle del Cauca); 14.207 ;;;;
nov-22;PROCESADOS;Galletas saladas;Pamplona (Norte de Santander); 12.918 ;;;;
nov-22;PROCESADOS;Galletas saladas;Pereira, Mercasa; 14.208 ;;;;
nov-22;PROCESADOS;Galletas saladas;Popayán, Plaza de mercado del barrio Bolívar; 13.499 ;;;;
nov-22;PROCESADOS;Galletas saladas;Santa Marta (Magdalena); 11.111 ;;;;
nov-22;PROCESADOS;Galletas saladas;Sincelejo, Nuevo Mercado; 10.392 ;;;;
nov-22;PROCESADOS;Galletas saladas;Tuluá (Valle del Cauca); 13.744 ;;;;
nov-22;PROCESADOS;Galletas saladas;Valledupar, Mercado Nuevo; 11.612 ;;;;
nov-22;PROCESADOS;Galletas saladas;Villavicencio, CAV; 10.711 ;;;;
nov-22;PROCESADOS;Gelatina;Barranquilla, Barranquillita; 26.652 ;;;;
nov-22;PROCESADOS;Gelatina;Barranquilla, Granabastos; 22.672 ;;;;
nov-22;PROCESADOS;Gelatina;Bogotá, D.C., Corabastos; 23.559 ;;;;
nov-22;PROCESADOS;Gelatina;Bogotá, D.C., Plaza España; 26.594 ;;;;
nov-22;PROCESADOS;Gelatina;Bucaramanga, Centroabastos; 26.323 ;;;;
nov-22;PROCESADOS;Gelatina;Bucaramanga, Mercados del centro; 22.917 ;;;;
nov-22;PROCESADOS;Gelatina;Buenaventura (Valle del Cauca); 22.184 ;;;;
nov-22;PROCESADOS;Gelatina;Cali, La Floresta; 29.080 ;;;;
nov-22;PROCESADOS;Gelatina;Cali, Santa Elena; 27.500 ;;;;
nov-22;PROCESADOS;Gelatina;Cali, Siloé; 27.951 ;;;;
nov-22;PROCESADOS;Gelatina;Cartagena, Bazurto; 26.701 ;;;;
nov-22;PROCESADOS;Gelatina;Cartago (Valle del Cauca); 26.984 ;;;;
nov-22;PROCESADOS;Gelatina;Cúcuta, Cenabastos; 26.376 ;;;;
nov-22;PROCESADOS;Gelatina;Cúcuta, La Nueva Sexta; 24.453 ;;;;
nov-22;PROCESADOS;Gelatina;Ibagué, Plaza La 21; 26.917 ;;;;
nov-22;PROCESADOS;Gelatina;Manizales, Centro Galerías; 27.148 ;;;;
nov-22;PROCESADOS;Gelatina;Medellín, Central Mayorista de Antioquia; 24.828 ;;;;
nov-22;PROCESADOS;Gelatina;Neiva, Surabastos; 25.911 ;;;;
nov-22;PROCESADOS;Gelatina;Palmira (Valle del Cauca); 27.243 ;;;;
nov-22;PROCESADOS;Gelatina;Pamplona (Norte de Santander); 24.523 ;;;;
nov-22;PROCESADOS;Gelatina;Pasto, El Potrerillo; 25.944 ;;;;
nov-22;PROCESADOS;Gelatina;Pereira, Mercasa; 28.500 ;;;;
nov-22;PROCESADOS;Gelatina;Popayán, Plaza de mercado del barrio Bolívar; 26.181 ;;;;
nov-22;PROCESADOS;Gelatina;Santa Marta (Magdalena); 23.844 ;;;;
nov-22;PROCESADOS;Gelatina;Tuluá (Valle del Cauca); 26.436 ;;;;
nov-22;PROCESADOS;Gelatina;Valledupar, Mercado Nuevo; 25.417 ;;;;
nov-22;PROCESADOS;Harina de trigo;Armenia, Mercar; 3.376 ;;;;
nov-22;PROCESADOS;Harina de trigo;Barranquilla, Barranquillita; 3.415 ;;;;
nov-22;PROCESADOS;Harina de trigo;Barranquilla, Granabastos; 3.367 ;;;;
nov-22;PROCESADOS;Harina de trigo;Bogotá, D.C., Plaza España; 3.696 ;;;;
nov-22;PROCESADOS;Harina de trigo;Bucaramanga, Centroabastos; 4.468 ;;;;
nov-22;PROCESADOS;Harina de trigo;Bucaramanga, Mercados del centro; 4.433 ;;;;
nov-22;PROCESADOS;Harina de trigo;Buenaventura (Valle del Cauca); 3.094 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cali, La Floresta; 4.267 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cali, Santa Elena; 4.203 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cali, Siloé; 4.133 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cartagena, Bazurto; 3.545 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cartago (Valle del Cauca); 3.654 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cúcuta, Cenabastos; 3.846 ;;;;
nov-22;PROCESADOS;Harina de trigo;Cúcuta, La Nueva Sexta; 3.719 ;;;;
nov-22;PROCESADOS;Harina de trigo;Florencia (Caquetá); 3.995 ;;;;
nov-22;PROCESADOS;Harina de trigo;Ibagué, Plaza La 21; 3.470 ;;;;
nov-22;PROCESADOS;Harina de trigo;Manizales, Centro Galerías; 3.800 ;;;;
nov-22;PROCESADOS;Harina de trigo;Medellín, Central Mayorista de Antioquia; 4.265 ;;;;
nov-22;PROCESADOS;Harina de trigo;"Medellín, Plaza Minorista ""José María Villa"""; 3.744 ;;;;
nov-22;PROCESADOS;Harina de trigo;Montería, Mercado del Sur; 3.460 ;;;;
nov-22;PROCESADOS;Harina de trigo;Neiva, Surabastos; 3.745 ;;;;
nov-22;PROCESADOS;Harina de trigo;Palmira (Valle del Cauca); 4.238 ;;;;
nov-22;PROCESADOS;Harina de trigo;Pamplona (Norte de Santander); 3.867 ;;;;
nov-22;PROCESADOS;Harina de trigo;Pasto, El Potrerillo; 3.483 ;;;;
nov-22;PROCESADOS;Harina de trigo;Pereira, Mercasa; 3.893 ;;;;
nov-22;PROCESADOS;Harina de trigo;Popayán, Plaza de mercado del barrio Bolívar; 3.935 ;;;;
nov-22;PROCESADOS;Harina de trigo;Santa Marta (Magdalena); 2.162 ;;;;
nov-22;PROCESADOS;Harina de trigo;Sincelejo, Nuevo Mercado; 3.315 ;;;;
nov-22;PROCESADOS;Harina de trigo;Tuluá (Valle del Cauca); 3.183 ;;;;
nov-22;PROCESADOS;Harina de trigo;Valledupar, Mercado Nuevo; 3.367 ;;;;
nov-22;PROCESADOS;Harina de trigo;Villavicencio, CAV; 3.816 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Arauca (Arauca); 7.325 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Armenia, Mercar; 4.446 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Barranquilla, Barranquillita; 3.869 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Barranquilla, Granabastos; 3.913 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Corabastos; 4.531 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Paloquemao; 5.005 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Bogotá, D.C., Plaza España; 4.588 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Bucaramanga, Centroabastos; 4.494 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Bucaramanga, Mercados del centro; 3.663 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Buenaventura (Valle del Cauca); 3.988 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cali, La Floresta; 4.583 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cali, Santa Elena; 4.213 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cali, Siloé; 4.467 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cartagena, Bazurto; 4.667 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cartago (Valle del Cauca); 4.841 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cúcuta, Cenabastos; 4.510 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Cúcuta, La Nueva Sexta; 4.296 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Ibagué, Plaza La 21; 3.649 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Manizales, Centro Galerías; 4.703 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Montería, Mercado del Sur; 4.583 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Neiva, Surabastos; 4.031 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Palmira (Valle del Cauca); 5.086 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Pamplona (Norte de Santander); 4.146 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Pasto, El Potrerillo; 3.880 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Pereira, Mercasa; 4.511 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Popayán, Plaza de mercado del barrio Bolívar; 4.387 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Santa Marta (Magdalena); 2.799 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Sincelejo, Nuevo Mercado; 4.499 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Tuluá (Valle del Cauca); 4.579 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Valledupar, Mercado Nuevo; 3.758 ;;;;
nov-22;PROCESADOS;Harina precocida de maíz;Villavicencio, CAV; 4.397 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Barranquilla, Barranquillita; 7.695 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Barranquilla, Granabastos; 9.943 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Bucaramanga, Centroabastos; 8.502 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Cartagena, Bazurto; 8.279 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Santa Marta (Magdalena); 6.705 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Sincelejo, Nuevo Mercado; 7.888 ;;;;
nov-22;PROCESADOS;Jugo de frutas;Valledupar, Mercado Nuevo; 7.907 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Armenia, Mercar; 28.111 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Barranquilla, Barranquillita; 24.954 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Barranquilla, Granabastos; 24.924 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Corabastos; 29.030 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Paloquemao; 29.333 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Bogotá, D.C., Plaza España; 29.204 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Buenaventura (Valle del Cauca); 27.759 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Cali, La Floresta; 27.037 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Cali, Santa Elena; 26.019 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Cali, Siloé; 26.296 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Cartagena, Bazurto; 28.611 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Cartago (Valle del Cauca); 27.639 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Ibagué, Plaza La 21; 27.255 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Medellín, Central Mayorista de Antioquia; 23.833 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);"Medellín, Plaza Minorista ""José María Villa"""; 24.736 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Montería, Mercado del Sur; 29.458 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Palmira (Valle del Cauca); 29.069 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Pasto, El Potrerillo; 28.212 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Popayán, Plaza de mercado del barrio Bolívar; 24.648 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Santa Marta (Magdalena); 24.861 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Sincelejo, Nuevo Mercado; 27.667 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Tuluá (Valle del Cauca); 28.743 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Valledupar, Mercado Nuevo; 25.981 ;;;;
nov-22;PROCESADOS;Jugo instantáneo (sobre);Villavicencio, CAV; 28.086 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Armenia, Mercar; 37.452 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Bogotá, D.C., Corabastos; 28.828 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Bogotá, D.C., Plaza España; 29.615 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Bucaramanga, Mercados del centro; 27.337 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Buenaventura (Valle del Cauca); 37.032 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Cali, La Floresta; 25.184 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Cali, Santa Elena; 30.637 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Cali, Siloé; 26.307 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Cartago (Valle del Cauca); 30.538 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Cúcuta, Cenabastos; 30.101 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Cúcuta, La Nueva Sexta; 29.713 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Medellín, Central Mayorista de Antioquia; 34.149 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;"Medellín, Plaza Minorista ""José María Villa"""; 30.999 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Montería, Mercado del Sur; 31.415 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Neiva, Surabastos; 30.461 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Palmira (Valle del Cauca); 31.892 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Pamplona (Norte de Santander); 28.375 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Pereira, Mercasa; 36.281 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Popayán, Plaza de mercado del barrio Bolívar; 30.698 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Santa Marta (Magdalena); 22.880 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Tuluá (Valle del Cauca); 28.958 ;;;;
nov-22;PROCESADOS;Lomitos de atún en lata;Villavicencio, CAV; 30.755 ;;;;
nov-22;PROCESADOS;Maíz enlatado;Medellín, Central Mayorista de Antioquia; 18.563 ;;;;
nov-22;PROCESADOS;Manteca;Armenia, Mercar; 10.525 ;;;;
nov-22;PROCESADOS;Manteca;Bogotá, D.C., Corabastos; 8.687 ;;;;
nov-22;PROCESADOS;Manteca;Bogotá, D.C., Paloquemao; 8.833 ;;;;
nov-22;PROCESADOS;Manteca;Bogotá, D.C., Plaza España; 10.252 ;;;;
nov-22;PROCESADOS;Manteca;Bogotá, D.C., Plaza Las Flores; 8.356 ;;;;
nov-22;PROCESADOS;Manteca;Buenaventura (Valle del Cauca); 11.206 ;;;;
nov-22;PROCESADOS;Manteca;Cartago (Valle del Cauca); 10.862 ;;;;
nov-22;PROCESADOS;Manteca;Cúcuta, Cenabastos; 11.931 ;;;;
nov-22;PROCESADOS;Manteca;Florencia (Caquetá); 11.533 ;;;;
nov-22;PROCESADOS;Manteca;Ibagué, Plaza La 21; 10.287 ;;;;
nov-22;PROCESADOS;Manteca;Manizales, Centro Galerías; 12.915 ;;;;
nov-22;PROCESADOS;Manteca;Neiva, Surabastos; 10.613 ;;;;
nov-22;PROCESADOS;Manteca;Palmira (Valle del Cauca); 13.520 ;;;;
nov-22;PROCESADOS;Manteca;Popayán, Plaza de mercado del barrio Bolívar; 8.535 ;;;;
nov-22;PROCESADOS;Manteca;Tuluá (Valle del Cauca); 12.429 ;;;;
nov-22;PROCESADOS;Margarina;Armenia, Mercar; 20.980 ;;;;
nov-22;PROCESADOS;Margarina;Barranquilla, Barranquillita; 16.087 ;;;;
nov-22;PROCESADOS;Margarina;Barranquilla, Granabastos; 14.808 ;;;;
nov-22;PROCESADOS;Margarina;Bogotá, D.C., Corabastos; 13.897 ;;;;
nov-22;PROCESADOS;Margarina;Bogotá, D.C., Plaza España; 13.485 ;;;;
nov-22;PROCESADOS;Margarina;Bucaramanga, Centroabastos; 15.089 ;;;;
nov-22;PROCESADOS;Margarina;Bucaramanga, Mercados del centro; 14.727 ;;;;
nov-22;PROCESADOS;Margarina;Buenaventura (Valle del Cauca); 23.160 ;;;;
nov-22;PROCESADOS;Margarina;Cali, La Floresta; 25.750 ;;;;
nov-22;PROCESADOS;Margarina;Cali, Siloé; 25.400 ;;;;
nov-22;PROCESADOS;Margarina;Cartago (Valle del Cauca); 23.032 ;;;;
nov-22;PROCESADOS;Margarina;Ibagué, Plaza La 21; 14.393 ;;;;
nov-22;PROCESADOS;Margarina;Manizales, Centro Galerías; 14.600 ;;;;
nov-22;PROCESADOS;Margarina;Medellín, Central Mayorista de Antioquia; 13.526 ;;;;
nov-22;PROCESADOS;Margarina;"Medellín, Plaza Minorista ""José María Villa"""; 13.565 ;;;;
nov-22;PROCESADOS;Margarina;Neiva, Surabastos; 12.500 ;;;;
nov-22;PROCESADOS;Margarina;Palmira (Valle del Cauca); 25.998 ;;;;
nov-22;PROCESADOS;Margarina;Pamplona (Norte de Santander); 13.792 ;;;;
nov-22;PROCESADOS;Margarina;Pereira, Mercasa; 21.847 ;;;;
nov-22;PROCESADOS;Margarina;Popayán, Plaza de mercado del barrio Bolívar; 21.533 ;;;;
nov-22;PROCESADOS;Margarina;Santa Marta (Magdalena); 14.094 ;;;;
nov-22;PROCESADOS;Margarina;Tuluá (Valle del Cauca); 23.465 ;;;;
nov-22;PROCESADOS;Margarina;Villavicencio, CAV; 14.261 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Armenia, Mercar; 8.399 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Barranquilla, Barranquillita; 11.117 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Barranquilla, Granabastos; 11.652 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Bucaramanga, Centroabastos; 13.000 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Bucaramanga, Mercados del centro; 12.178 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Buenaventura (Valle del Cauca); 18.810 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Cali, La Floresta; 12.755 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Cali, Santa Elena; 11.852 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Cali, Siloé; 12.926 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Cartagena, Bazurto; 11.169 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Cartago (Valle del Cauca); 10.615 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Ibagué, Plaza La 21; 13.833 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Manizales, Centro Galerías; 11.296 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Medellín, Central Mayorista de Antioquia; 17.365 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Palmira (Valle del Cauca); 12.354 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Pereira, Mercasa; 9.232 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Popayán, Plaza de mercado del barrio Bolívar; 20.613 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Santa Marta (Magdalena); 9.154 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Sincelejo, Nuevo Mercado; 10.766 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Tuluá (Valle del Cauca); 12.403 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Valledupar, Mercado Nuevo; 10.995 ;;;;
nov-22;PROCESADOS;Mayonesa doy pack;Villavicencio, CAV; 10.800 ;;;;
nov-22;PROCESADOS;Mostaza doy pack;Barranquilla, Barranquillita; 12.588 ;;;;
nov-22;PROCESADOS;Mostaza doy pack;Barranquilla, Granabastos; 10.871 ;;;;
nov-22;PROCESADOS;Mostaza doy pack;Pereira, Mercasa; 17.714 ;;;;
nov-22;PROCESADOS;Mostaza doy pack;Sincelejo, Nuevo Mercado; 10.855 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Barranquilla, Barranquillita; 4.014 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Barranquilla, Granabastos; 3.152 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Bucaramanga, Centroabastos; 3.867 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Bucaramanga, Mercados del centro; 3.929 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Cartagena, Bazurto; 2.086 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Charalá (Santander); 3.413 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Güepsa (Santander); 2.972 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Ibagué, Plaza La 21; 3.311 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Medellín, Central Mayorista de Antioquia; 4.213 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Moniquirá (Boyacá); 3.030 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;San Gil (Santander), panela; 3.190 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Santana (Boyacá); 3.003 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Sincelejo, Nuevo Mercado; 3.288 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Tunja, Complejo de Servicios del Sur; 3.413 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Valledupar, Mercado Nuevo; 3.463 ;;;;
nov-22;PROCESADOS;Panela cuadrada blanca;Vélez (Santander); 2.909 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Ancuya (Nariño); 2.823 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Bogotá, D.C., Corabastos; 3.133 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Bogotá, D.C., Paloquemao; 3.233 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Bogotá, D.C., Plaza España; 3.252 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Bogotá, D.C., Plaza Las Flores; 3.241 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Bucaramanga, Centroabastos; 4.150 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Bucaramanga, Mercados del centro; 4.022 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Caparrapí (Cundinamarca); 2.736 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Charalá (Santander); 3.309 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Consacá (Nariño); 2.918 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Cúcuta, Cenabastos; 3.408 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Florencia (Caquetá); 3.657 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Güepsa (Santander); 2.575 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Moniquirá (Boyacá); 2.617 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Montería, Mercado del Sur; 2.625 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Neiva, Surabastos; 3.825 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Nocaima (Cundinamarca); 2.705 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Pamplona (Norte de Santander); 3.463 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Pasto, El Potrerillo; 3.150 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Popayán, Plaza de mercado del barrio Bolívar; 4.330 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;San Gil (Santander), panela; 3.190 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Sandoná (Nariño); 2.908 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Santana (Boyacá); 2.603 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Tuluá (Valle del Cauca); 4.099 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Vélez (Santander); 2.503 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Villavicencio, CAV; 3.755 ;;;;
nov-22;PROCESADOS;Panela cuadrada morena;Villeta (Cundinamarca); 2.725 ;;;;
